College ID,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,State,College Type,Management Type,Expected Salary,Salary Tier,Entrance Test
U-0207,National Institute Of Technology Jamshedpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7422,7422,Jharkhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,950000,1,JEE Main
U-0573,Indian Institute Of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6844,7423,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1767753,1,JEE Advanced
U-0306,Indian Institute Of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,5629,7430,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1880000,1,JEE Advanced
U-0207,National Institute Of Technology Jamshedpur,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7432,7432,Jharkhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,950000,1,JEE Main
U-0263,National Institute Of Technology Calicut,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4721,7433,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-0384,Sant Longowal Institute Of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,6963,7434,Punjab,Private Engg,Government Funded Technical Institute,173075,3,JEE Main
U-0907,Indian Institute Of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7365,7435,Goa,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1460000,1,JEE Advanced
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6742,7441,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0410,Malaviya National Institute Of Technology Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7448,7448,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,763650,1,JEE Main
U-0395,Indian Institute Of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5655,7457,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1500000,1,JEE Advanced
U-0064,Indian Institute Of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7457,7457,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2000000,1,JEE Advanced
U-0072,National Institute Of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7217,7457,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,988400,1,JEE Main
U-0584,Indian Institute Of Engineering Science and Technology Shibpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6836,7461,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,704961,1,JEE Main
U-0855,National Institute Of Technology Andhra Pradesh,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7463,7463,Andhra Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,540550,2,JEE Main
U-0410,Malaviya National Institute Of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5289,7466,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,763650,1,JEE Main
U-0263,National Institute Of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5952,7468,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-1089,Indian Institute Of Information Technology Raichur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6840,7471,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,0,4,JEE Main
,Ghani Khan Choudhary Institute Of Engineering and Technology Malda West Bengal,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,7471,7471,West Bengal,Engineering,,,,JEE Main
U-0620,National Institute Of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7434,7475,Goa,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,687600,1,JEE Main
U-0621,National Institute Of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7476,7476,Puducherry,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,602566,1,JEE Main
U-0080,Punjab Engineering College Chandigarh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6780,7476,Chandigarh,Govt Engg,Government Funded Technical Institute,730350,1,JEE Main
U-0946,Indian Institute Of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7479,7479,Chhattisgarh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1218966,1,JEE Advanced
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6708,7481,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0267,Atal Bihari Vajpayee Indian Institute Of Information Technology And Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL,Gender-Neutral,5953,7482,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2000000,1,JEE Main
U-0284,Maulana Azad National Institute Of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7483,7483,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,903320,1,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6431,7485,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0053,Indian Institute Of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6204,7488,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0455,Indian Institute Of Information Technology Design And Manufacturing Kancheepuram,"B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,6555,7490,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,957174,1,JEE Main
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7382,7494,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0701,Indian Institute Of Technology (Banaras Hindu University) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6689,7497,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1533760,1,JEE Advanced
U-0613,National Institute Of Technology Manipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7137,7497,Manipur,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,740550,1,JEE Main
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7500,7500,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0189,National Institute Of Technology Hamirpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7505,7505,Himachal Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,597847,2,JEE Main
U-0050,Assam University Silchar,"Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6721,7509,Assam,,Central Government,,,JEE Main
U-0286,Pandit Dwarka Prasad Mishra Indian Institute Of Information Technology And Manufacturing Jabalpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5818,7511,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1053800,1,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6109,7512,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0286,Pandit Dwarka Prasad Mishra Indian Institute Of Information Technology And Manufacturing Jabalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5831,7514,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1053800,1,JEE Main
U-0798,Indian Institute Of Information Technology Vadodara,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3805,7532,Gujarat,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,0,4,JEE Main
U-0357,National Institute Of Technology Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,7534,7534,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0855,National Institute Of Technology Andhra Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7535,7535,Andhra Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,540550,2,JEE Main
U-0072,National Institute Of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,7434,7539,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,988400,1,JEE Main
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7540,7540,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0085,School Of Studies Of Engineering and Technology Guru Ghasidas Vishwavidyalaya Bilaspur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6827,7555,Chhattisgarh,,Government Funded Technical Institute,,,JEE Main
U-0798,Indian Institute Of Information Technology Vadodara,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),5936,7556,Gujarat,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,0,4,JEE Main
U-0355,Indian Institute Of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4833,7557,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1481100,1,JEE Advanced
U-0410,Malaviya National Institute Of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7515,7563,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,763650,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),6548,7563,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0013,Indian Institute Of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7549,7564,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1911000,1,JEE Advanced
,Ghani Khan Choudhary Institute Of Engineering and Technology Malda West Bengal,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5700,7564,West Bengal,Engineering,,,,JEE Main
U-0855,National Institute Of Technology Andhra Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6839,7566,Andhra Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,540550,2,JEE Main
U-0205,Indian Institute Of Technology (Indian School Of Mines) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4868,7567,Jharkhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1363650,1,JEE Advanced
U-0357,National Institute Of Technology Rourkela,"Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5374,7567,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0855,National Institute Of Technology Andhra Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7337,7567,Andhra Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,540550,2,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Industrial Internet of Things (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6255,7568,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0560,Indian Institute Of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6018,7570,Uttarakhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1700000,1,JEE Advanced
U-0946,Indian Institute Of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6043,7570,Chhattisgarh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1218966,1,JEE Advanced
C-56451,Indian Institute Of Information Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6713,7570,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,577703,2,JEE Main
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6444,7573,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0064,Indian Institute Of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,5875,7575,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2000000,1,JEE Advanced
U-0455,Indian Institute Of Information Technology Design And Manufacturing Kancheepuram,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5428,7575,Tamil Nadu,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,957174,1,JEE Main
U-0374,Dr B R Ambedkar National Institute Of Technology Jalandhar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7576,7576,Punjab,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,855627,1,JEE Main
U-0197,National Institute Of Technology Srinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6677,7579,Jammu and Kashmir,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,743952,1,JEE Main
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5196,7583,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0201,Shri Mata Vaishno Devi University Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7446,7583,Jammu and Kashmir,Govt Sci/Com/Arts,Central Government,321336,2,JEE Main
U-0189,National Institute Of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3901,7585,Himachal Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,597847,2,JEE Main
U-0577,National Institute Of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7282,7588,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,803034,1,JEE Main
U-0189,National Institute Of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),5896,7593,Himachal Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,597847,2,JEE Main
U-0384,Sant Longowal Institute Of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,6301,7594,Punjab,Private Engg,Government Funded Technical Institute,173075,3,JEE Main
U-0207,National Institute Of Technology Jamshedpur,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7071,7597,Jharkhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,950000,1,JEE Main
U-0802,Indian Institute Of Information Technology Kottayam,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6528,7599,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,838356,1,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),7600,7600,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0064,Indian Institute Of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,7254,7605,Bihar,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2000000,1,JEE Advanced
U-0207,National Institute Of Technology Jamshedpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7465,7608,Jharkhand,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,950000,1,JEE Main
U-0855,National Institute Of Technology Andhra Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7299,7610,Andhra Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,540550,2,JEE Main
U-0273,Indian Institute Of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5765,7612,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1666665,1,JEE Advanced
U-0025,National Institute Of Technology Warangal,"Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),7610,7613,Telangana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1260546,1,JEE Main
U-0092,National Institute Of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7256,7615,Chhattisgarh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,766710,1,JEE Main
U-0189,National Institute Of Technology Hamirpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7447,7618,Himachal Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,597847,2,JEE Main
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6433,7618,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0197,National Institute Of Technology Srinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6808,7619,Jammu and Kashmir,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,743952,1,JEE Main
U-0802,Indian Institute Of Information Technology Kottayam,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7621,7621,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,838356,1,JEE Main
U-0530,Motilal Nehru National Institute Of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5592,7622,Uttar Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1136400,1,JEE Main
U-0149,Sardar Vallabhbhai National Institute Of Technology Surat,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7622,7622,Gujarat,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,753260,1,JEE Main
U-0493,National Institute Of Technology Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,7624,7624,Tripura,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,695520,1,JEE Main
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6065,7624,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
U-0284,Maulana Azad National Institute Of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7000,7626,Madhya Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,903320,1,JEE Main
U-0796,Indian Institute Of Information Technology Kalyani,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7628,7628,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,970787,1,JEE Main
U-0237,National Institute Of Technology Karnataka Surathkal,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4440,7630,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1170751,1,JEE Main
U-0622,National Institute Of Technology Delhi,"Aerospace Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7633,7633,Delhi,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1415263,1,JEE Main
U-0172,National Institute Of Technology Kurukshetra,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5264,7634,Haryana,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1011890,1,JEE Main
U-0799,Indian Institute Of Information Technology Kota,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5471,7643,Rajasthan,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1035135,1,JEE Main
U-0202,Birla Institute Of Technology Mesra,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5048,7644,Jharkhand,Private Engg,Government Funded Technical Institute,945648,1,JEE Main
U-0802,Indian Institute Of Information Technology Kottayam,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7650,7650,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,838356,1,JEE Main
U-0577,National Institute Of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3454,7651,West Bengal,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,803034,1,JEE Main
U-0357,National Institute Of Technology Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4958,7657,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,918200,1,JEE Main
U-0493,National Institute Of Technology Agartala,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6404,7660,Tripura,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,695520,1,JEE Main
U-0355,Indian Institute Of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5381,7661,Odisha,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1481100,1,JEE Advanced
U-0055,National Institute Of Technology Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7351,7661,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1031250,1,JEE Main
U-0619,National Institute Of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7619,7662,Meghalaya,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,605556,1,JEE Main
U-0615,National Institute Of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7662,7662,Arunachal Pradesh,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,578572,2,JEE Main
U-0263,National Institute Of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6352,7665,Kerala,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,1054944,1,JEE Main
U-1089,Indian Institute Of Information Technology Raichur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7666,7666,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,0,4,JEE Main
C-56451,Indian Institute Of Information Technology Dharwad,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6913,7668,Karnataka,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,577703,2,JEE Main
U-0053,Indian Institute Of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5869,7670,Assam,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,2164500,1,JEE Advanced
U-0334,Visvesvaraya National Institute Of Technology Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7625,7670,Maharashtra,IIT/NIT/IIIT,IIT/NIT/IIIT - Government Funded Technical Institute,836948,1,JEE Main
